Solution #, n, T, alpha, beta, l_0
10872, 31.600000, 684.812650, 0.480225, 0.519775, 0.092285
10873, 31.600000, 684.812650, 0.480469, 0.519531, 0.092285
10874, 31.600000, 684.812650, 0.480225, 0.519775, 0.092529
10875, 31.600000, 684.812650, 0.480469, 0.519531, 0.092529
10876, 31.600000, 684.812650, 0.480225, 0.519775, 0.092773
10877, 31.600000, 684.812650, 0.480469, 0.519531, 0.092773
10878, 31.600000, 684.812650, 0.480225, 0.519775, 0.093018
10879, 31.600000, 684.812650, 0.480469, 0.519531, 0.093018
10880, 31.600000, 684.812650, 0.480469, 0.519531, 0.093262
10881, 31.600000, 684.812650, 0.480713, 0.519287, 0.093262
10882, 31.600000, 684.812650, 0.480469, 0.519531, 0.093506
10883, 31.600000, 684.812650, 0.480713, 0.519287, 0.093506
10884, 31.600000, 684.812650, 0.480469, 0.519531, 0.093750
10885, 31.600000, 684.812650, 0.480713, 0.519287, 0.093750
10886, 31.600000, 684.812650, 0.480469, 0.519531, 0.093994
10887, 31.600000, 684.812650, 0.480713, 0.519287, 0.093994
10888, 31.600000, 684.812650, 0.480469, 0.519531, 0.094238
10889, 31.600000, 684.812650, 0.480713, 0.519287, 0.094238
10890, 31.600000, 684.812650, 0.480713, 0.519287, 0.094482
10891, 31.600000, 684.812650, 0.480713, 0.519287, 0.094727
10892, 31.600000, 684.812650, 0.480713, 0.519287, 0.094971
10893, 31.600000, 684.812650, 0.480713, 0.519287, 0.095215
10894, 31.600000, 684.812650, 0.480713, 0.519287, 0.095459
10895, 31.600000, 684.812650, 0.480957, 0.519043, 0.095459
10896, 31.600000, 684.812650, 0.480713, 0.519287, 0.095703
10897, 31.600000, 684.812650, 0.480957, 0.519043, 0.095703
10898, 31.600000, 684.812650, 0.480957, 0.519043, 0.095947
10899, 31.600000, 684.812650, 0.480957, 0.519043, 0.096191
10900, 31.600000, 684.812650, 0.480957, 0.519043, 0.096436
10901, 31.600000, 684.812650, 0.480957, 0.519043, 0.096680
10902, 31.600000, 684.812650, 0.480957, 0.519043, 0.096924
10903, 31.600000, 684.812650, 0.480957, 0.519043, 0.097168
10904, 31.600000, 684.812650, 0.481201, 0.518799, 0.097412
10905, 31.600000, 684.812650, 0.481201, 0.518799, 0.097656
10906, 31.600000, 684.812650, 0.481201, 0.518799, 0.097900
10907, 31.600000, 684.812650, 0.481201, 0.518799, 0.098145
10908, 31.600000, 684.812650, 0.481201, 0.518799, 0.098389
10909, 31.600000, 684.812650, 0.481445, 0.518555, 0.099609
10910, 31.600000, 684.812650, 0.481445, 0.518555, 0.099854
10911, 31.700000, 684.860038, -0.000244, 0.999756, -0.038330
10912, 31.700000, 684.860038, -0.000244, 0.999756, -0.038086
10913, 31.700000, 684.860038, -0.000244, 0.999756, -0.037842
10914, 31.700000, 684.860038, -0.000244, 0.999756, -0.037598
10915, 31.700000, 684.860038, 0.479736, 0.520264, 0.088867
10916, 31.700000, 684.860038, 0.479980, 0.520020, 0.090088
10917, 31.700000, 684.860038, 0.479980, 0.520020, 0.090332
10918, 31.700000, 684.860038, 0.479980, 0.520020, 0.090576
10919, 31.700000, 684.860038, 0.479980, 0.520020, 0.090820
10920, 31.700000, 684.860038, 0.479980, 0.520020, 0.091064
10921, 31.700000, 684.860038, 0.480225, 0.519775, 0.091553
10922, 31.700000, 684.860038, 0.480225, 0.519775, 0.091797
10923, 31.700000, 684.860038, 0.480225, 0.519775, 0.092041
10924, 31.700000, 684.860038, 0.480225, 0.519775, 0.092285
10925, 31.700000, 684.860038, 0.480225, 0.519775, 0.092529
10926, 31.700000, 684.860038, 0.480225, 0.519775, 0.092773
10927, 31.700000, 684.860038, 0.480225, 0.519775, 0.093018
10928, 31.700000, 684.860038, 0.480469, 0.519531, 0.093018
10929, 31.700000, 684.860038, 0.480225, 0.519775, 0.093262
10930, 31.700000, 684.860038, 0.480469, 0.519531, 0.093262
10931, 31.700000, 684.860038, 0.480469, 0.519531, 0.093506
10932, 31.700000, 684.860038, 0.480469, 0.519531, 0.093750
10933, 31.700000, 684.860038, 0.480469, 0.519531, 0.093994
10934, 31.700000, 684.860038, 0.480469, 0.519531, 0.094238
10935, 31.700000, 684.860038, 0.480469, 0.519531, 0.094482
10936, 31.700000, 684.860038, 0.480713, 0.519287, 0.094482
10937, 31.700000, 684.860038, 0.480469, 0.519531, 0.094727
10938, 31.700000, 684.860038, 0.480713, 0.519287, 0.094727
10939, 31.700000, 684.860038, 0.480469, 0.519531, 0.094971
10940, 31.700000, 684.860038, 0.480713, 0.519287, 0.094971
10941, 31.700000, 684.860038, 0.480469, 0.519531, 0.095215
10942, 31.700000, 684.860038, 0.480713, 0.519287, 0.095215
10943, 31.700000, 684.860038, 0.480713, 0.519287, 0.095459
10944, 31.700000, 684.860038, 0.480713, 0.519287, 0.095703
10945, 31.700000, 684.860038, 0.480957, 0.519043, 0.095703
10946, 31.700000, 684.860038, 0.480713, 0.519287, 0.095947
10947, 31.700000, 684.860038, 0.480957, 0.519043, 0.095947
10948, 31.700000, 684.860038, 0.480713, 0.519287, 0.096191
10949, 31.700000, 684.860038, 0.480957, 0.519043, 0.096191
10950, 31.700000, 684.860038, 0.480713, 0.519287, 0.096436
10951, 31.700000, 684.860038, 0.480957, 0.519043, 0.096436
10952, 31.700000, 684.860038, 0.480713, 0.519287, 0.096680
10953, 31.700000, 684.860038, 0.480957, 0.519043, 0.096680
10954, 31.700000, 684.860038, 0.480713, 0.519287, 0.096924
10955, 31.700000, 684.860038, 0.480957, 0.519043, 0.096924
10956, 31.700000, 684.860038, 0.480957, 0.519043, 0.097168
10957, 31.700000, 684.860038, 0.480957, 0.519043, 0.097412
10958, 31.700000, 684.860038, 0.480957, 0.519043, 0.097656
10959, 31.700000, 684.860038, 0.481201, 0.518799, 0.097656
10960, 31.700000, 684.860038, 0.480957, 0.519043, 0.097900
10961, 31.700000, 684.860038, 0.481201, 0.518799, 0.097900
10962, 31.700000, 684.860038, 0.480957, 0.519043, 0.098145
10963, 31.700000, 684.860038, 0.481201, 0.518799, 0.098145
10964, 31.700000, 684.860038, 0.480957, 0.519043, 0.098389
10965, 31.700000, 684.860038, 0.481201, 0.518799, 0.098389
10966, 31.700000, 684.860038, 0.481201, 0.518799, 0.098633
10967, 31.700000, 684.860038, 0.481201, 0.518799, 0.098877
10968, 31.700000, 684.860038, 0.481201, 0.518799, 0.099121
10969, 31.700000, 684.860038, 0.481201, 0.518799, 0.099365
10970, 31.700000, 684.860038, 0.481201, 0.518799, 0.099609
10971, 31.700000, 684.860038, 0.481201, 0.518799, 0.099854
10972, 31.700000, 684.860038, 0.481445, 0.518555, 0.099854
10973, 31.700000, 684.860038, 0.481445, 0.518555, 0.100098
10974, 31.700000, 684.860038, 0.481445, 0.518555, 0.100342
10975, 31.700000, 684.860038, 0.481445, 0.518555, 0.100586
10976, 31.700000, 684.860038, 0.481445, 0.518555, 0.100830
10977, 31.700000, 684.860038, 0.481445, 0.518555, 0.101074
10978, 31.700000, 684.860038, 0.481689, 0.518311, 0.101807
10979, 31.700000, 684.860038, 0.481689, 0.518311, 0.102051
10980, 31.700000, 684.860038, 0.481689, 0.518311, 0.102295
10981, 31.700000, 684.860038, 0.481689, 0.518311, 0.102539
10982, 31.700000, 684.860038, 0.481934, 0.518066, 0.104004
10983, 31.800000, 684.907131, -0.000244, 0.999756, -0.038330
10984, 31.800000, 684.907131, -0.000244, 0.999756, -0.038086
10985, 31.800000, 684.907131, -0.000244, 0.999756, -0.037842
10986, 31.800000, 684.907131, -0.000244, 0.999756, -0.037598
10987, 31.800000, 684.907131, -0.000244, 0.999756, -0.037354
10988, 31.800000, 684.907131, 0.480225, 0.519775, 0.092773
10989, 31.800000, 684.907131, 0.480225, 0.519775, 0.093018
10990, 31.800000, 684.907131, 0.480225, 0.519775, 0.093262
10991, 31.800000, 684.907131, 0.480469, 0.519531, 0.094238
10992, 31.800000, 684.907131, 0.480469, 0.519531, 0.094482
10993, 31.800000, 684.907131, 0.480469, 0.519531, 0.094727
10994, 31.800000, 684.907131, 0.480469, 0.519531, 0.094971
10995, 31.800000, 684.907131, 0.480469, 0.519531, 0.095215
10996, 31.800000, 684.907131, 0.480469, 0.519531, 0.095459
10997, 31.800000, 684.907131, 0.480713, 0.519287, 0.095703
10998, 31.800000, 684.907131, 0.480713, 0.519287, 0.095947
10999, 31.800000, 684.907131, 0.480713, 0.519287, 0.096191
11000, 31.800000, 684.907131, 0.480713, 0.519287, 0.096436
11001, 31.800000, 684.907131, 0.480713, 0.519287, 0.096680
11002, 31.800000, 684.907131, 0.480713, 0.519287, 0.096924
11003, 31.800000, 684.907131, 0.480713, 0.519287, 0.097168
11004, 31.800000, 684.907131, 0.480957, 0.519043, 0.097168
11005, 31.800000, 684.907131, 0.480713, 0.519287, 0.097412
11006, 31.800000, 684.907131, 0.480957, 0.519043, 0.097412
11007, 31.800000, 684.907131, 0.480957, 0.519043, 0.097656
11008, 31.800000, 684.907131, 0.480957, 0.519043, 0.097900
11009, 31.800000, 684.907131, 0.480957, 0.519043, 0.098145
11010, 31.800000, 684.907131, 0.480957, 0.519043, 0.098389
11011, 31.800000, 684.907131, 0.481201, 0.518799, 0.098389
11012, 31.800000, 684.907131, 0.480957, 0.519043, 0.098633
11013, 31.800000, 684.907131, 0.481201, 0.518799, 0.098633
11014, 31.800000, 684.907131, 0.480957, 0.519043, 0.098877
11015, 31.800000, 684.907131, 0.481201, 0.518799, 0.098877
11016, 31.800000, 684.907131, 0.480957, 0.519043, 0.099121
11017, 31.800000, 684.907131, 0.481201, 0.518799, 0.099121
11018, 31.800000, 684.907131, 0.480957, 0.519043, 0.099365
11019, 31.800000, 684.907131, 0.481201, 0.518799, 0.099365
11020, 31.800000, 684.907131, 0.480957, 0.519043, 0.099609
11021, 31.800000, 684.907131, 0.481201, 0.518799, 0.099609
11022, 31.800000, 684.907131, 0.481201, 0.518799, 0.099854
11023, 31.800000, 684.907131, 0.481445, 0.518555, 0.099854
11024, 31.800000, 684.907131, 0.481201, 0.518799, 0.100098
11025, 31.800000, 684.907131, 0.481445, 0.518555, 0.100098
11026, 31.800000, 684.907131, 0.481201, 0.518799, 0.100342
11027, 31.800000, 684.907131, 0.481445, 0.518555, 0.100342
11028, 31.800000, 684.907131, 0.481201, 0.518799, 0.100586
11029, 31.800000, 684.907131, 0.481445, 0.518555, 0.100586
11030, 31.800000, 684.907131, 0.481201, 0.518799, 0.100830
11031, 31.800000, 684.907131, 0.481445, 0.518555, 0.100830
11032, 31.800000, 684.907131, 0.481201, 0.518799, 0.101074
11033, 31.800000, 684.907131, 0.481445, 0.518555, 0.101074
11034, 31.800000, 684.907131, 0.481445, 0.518555, 0.101318
11035, 31.800000, 684.907131, 0.481445, 0.518555, 0.101562
11036, 31.800000, 684.907131, 0.481445, 0.518555, 0.101807
11037, 31.800000, 684.907131, 0.481445, 0.518555, 0.102051
11038, 31.800000, 684.907131, 0.481689, 0.518311, 0.102051
11039, 31.800000, 684.907131, 0.481445, 0.518555, 0.102295
11040, 31.800000, 684.907131, 0.481689, 0.518311, 0.102295
11041, 31.800000, 684.907131, 0.481445, 0.518555, 0.102539
11042, 31.800000, 684.907131, 0.481689, 0.518311, 0.102539
11043, 31.800000, 684.907131, 0.481689, 0.518311, 0.102783
11044, 31.800000, 684.907131, 0.481689, 0.518311, 0.103027
11045, 31.800000, 684.907131, 0.481689, 0.518311, 0.103271
11046, 31.800000, 684.907131, 0.481689, 0.518311, 0.103516
11047, 31.800000, 684.907131, 0.481689, 0.518311, 0.103760
11048, 31.800000, 684.907131, 0.481934, 0.518066, 0.104248
11049, 31.800000, 684.907131, 0.481934, 0.518066, 0.104492
11050, 31.800000, 684.907131, 0.481934, 0.518066, 0.104736
11051, 31.800000, 684.907131, 0.481934, 0.518066, 0.104980
11052, 31.800000, 684.907131, 0.481934, 0.518066, 0.105225
11053, 31.800000, 684.907131, 0.482178, 0.517822, 0.106445
11054, 31.800000, 684.907131, 0.482178, 0.517822, 0.106689
11055, 31.900000, 684.953932, -0.000244, 0.999756, -0.038086
11056, 31.900000, 684.953932, -0.000244, 0.999756, -0.037842
11057, 31.900000, 684.953932, -0.000244, 0.999756, -0.037598
11058, 31.900000, 684.953932, -0.000244, 0.999756, -0.037354
11059, 31.900000, 684.953932, 0.480469, 0.519531, 0.095459
11060, 31.900000, 684.953932, 0.480713, 0.519287, 0.096924
11061, 31.900000, 684.953932, 0.480713, 0.519287, 0.097168
11062, 31.900000, 684.953932, 0.480713, 0.519287, 0.097412
11063, 31.900000, 684.953932, 0.480713, 0.519287, 0.097656
11064, 31.900000, 684.953932, 0.480957, 0.519043, 0.098389
11065, 31.900000, 684.953932, 0.480957, 0.519043, 0.098633
11066, 31.900000, 684.953932, 0.480957, 0.519043, 0.098877
11067, 31.900000, 684.953932, 0.480957, 0.519043, 0.099121
11068, 31.900000, 684.953932, 0.480957, 0.519043, 0.099365
11069, 31.900000, 684.953932, 0.480957, 0.519043, 0.099609
11070, 31.900000, 684.953932, 0.481201, 0.518799, 0.099609
11071, 31.900000, 684.953932, 0.481201, 0.518799, 0.099854
11072, 31.900000, 684.953932, 0.481201, 0.518799, 0.100098
11073, 31.900000, 684.953932, 0.481201, 0.518799, 0.100342
11074, 31.900000, 684.953932, 0.481201, 0.518799, 0.100586
11075, 31.900000, 684.953932, 0.481201, 0.518799, 0.100830
11076, 31.900000, 684.953932, 0.481201, 0.518799, 0.101074
11077, 31.900000, 684.953932, 0.481445, 0.518555, 0.101074
11078, 31.900000, 684.953932, 0.481201, 0.518799, 0.101318
11079, 31.900000, 684.953932, 0.481445, 0.518555, 0.101318
11080, 31.900000, 684.953932, 0.481201, 0.518799, 0.101562
11081, 31.900000, 684.953932, 0.481445, 0.518555, 0.101562
11082, 31.900000, 684.953932, 0.481201, 0.518799, 0.101807
11083, 31.900000, 684.953932, 0.481445, 0.518555, 0.101807
11084, 31.900000, 684.953932, 0.481445, 0.518555, 0.102051
11085, 31.900000, 684.953932, 0.481445, 0.518555, 0.102295
11086, 31.900000, 684.953932, 0.481445, 0.518555, 0.102539
11087, 31.900000, 684.953932, 0.481689, 0.518311, 0.102539
11088, 31.900000, 684.953932, 0.481445, 0.518555, 0.102783
11089, 31.900000, 684.953932, 0.481689, 0.518311, 0.102783
11090, 31.900000, 684.953932, 0.481445, 0.518555, 0.103027
11091, 31.900000, 684.953932, 0.481689, 0.518311, 0.103027
11092, 31.900000, 684.953932, 0.481445, 0.518555, 0.103271
11093, 31.900000, 684.953932, 0.481689, 0.518311, 0.103271
11094, 31.900000, 684.953932, 0.481445, 0.518555, 0.103516
11095, 31.900000, 684.953932, 0.481689, 0.518311, 0.103516
11096, 31.900000, 684.953932, 0.481445, 0.518555, 0.103760
11097, 31.900000, 684.953932, 0.481689, 0.518311, 0.103760
11098, 31.900000, 684.953932, 0.481689, 0.518311, 0.104004
11099, 31.900000, 684.953932, 0.481689, 0.518311, 0.104248
11100, 31.900000, 684.953932, 0.481934, 0.518066, 0.104248
11101, 31.900000, 684.953932, 0.481689, 0.518311, 0.104492
11102, 31.900000, 684.953932, 0.481934, 0.518066, 0.104492
11103, 31.900000, 684.953932, 0.481689, 0.518311, 0.104736
11104, 31.900000, 684.953932, 0.481934, 0.518066, 0.104736
11105, 31.900000, 684.953932, 0.481689, 0.518311, 0.104980
11106, 31.900000, 684.953932, 0.481934, 0.518066, 0.104980
11107, 31.900000, 684.953932, 0.481689, 0.518311, 0.105225
11108, 31.900000, 684.953932, 0.481934, 0.518066, 0.105225
11109, 31.900000, 684.953932, 0.481934, 0.518066, 0.105469
11110, 31.900000, 684.953932, 0.481934, 0.518066, 0.105713
11111, 31.900000, 684.953932, 0.481934, 0.518066, 0.105957
11112, 31.900000, 684.953932, 0.481934, 0.518066, 0.106201
11113, 31.900000, 684.953932, 0.481934, 0.518066, 0.106445
11114, 31.900000, 684.953932, 0.482178, 0.517822, 0.106445
11115, 31.900000, 684.953932, 0.481934, 0.518066, 0.106689
11116, 31.900000, 684.953932, 0.482178, 0.517822, 0.106689
11117, 31.900000, 684.953932, 0.482178, 0.517822, 0.106934
11118, 31.900000, 684.953932, 0.482178, 0.517822, 0.107178
11119, 31.900000, 684.953932, 0.482178, 0.517822, 0.107422
11120, 31.900000, 684.953932, 0.482178, 0.517822, 0.107666
11121, 31.900000, 684.953932, 0.482178, 0.517822, 0.107910
11122, 31.900000, 684.953932, 0.482422, 0.517578, 0.108643
11123, 31.900000, 684.953932, 0.482422, 0.517578, 0.108887
11124, 31.900000, 684.953932, 0.482422, 0.517578, 0.109131
11125, 31.900000, 684.953932, 0.482422, 0.517578, 0.109375
11126, 31.900000, 684.953932, 0.482666, 0.517334, 0.110840
11127, 32.000000, 685.000443, -0.000244, 0.999756, -0.038086
11128, 32.000000, 685.000443, -0.000244, 0.999756, -0.037842
11129, 32.000000, 685.000443, -0.000244, 0.999756, -0.037598
11130, 32.000000, 685.000443, -0.000244, 0.999756, -0.037354
11131, 32.000000, 685.000443, 0.480957, 0.519043, 0.099609
11132, 32.000000, 685.000443, 0.480957, 0.519043, 0.099854
11133, 32.000000, 685.000443, 0.481201, 0.518799, 0.101074
11134, 32.000000, 685.000443, 0.481201, 0.518799, 0.101318
11135, 32.000000, 685.000443, 0.481201, 0.518799, 0.101562
11136, 32.000000, 685.000443, 0.481201, 0.518799, 0.101807
11137, 32.000000, 685.000443, 0.481445, 0.518555, 0.102539
11138, 32.000000, 685.000443, 0.481445, 0.518555, 0.102783
11139, 32.000000, 685.000443, 0.481445, 0.518555, 0.103027
11140, 32.000000, 685.000443, 0.481445, 0.518555, 0.103271
11141, 32.000000, 685.000443, 0.481445, 0.518555, 0.103516
11142, 32.000000, 685.000443, 0.481445, 0.518555, 0.103760
11143, 32.000000, 685.000443, 0.481445, 0.518555, 0.104004
11144, 32.000000, 685.000443, 0.481689, 0.518311, 0.104004
11145, 32.000000, 685.000443, 0.481689, 0.518311, 0.104248
11146, 32.000000, 685.000443, 0.481689, 0.518311, 0.104492
11147, 32.000000, 685.000443, 0.481689, 0.518311, 0.104736
11148, 32.000000, 685.000443, 0.481689, 0.518311, 0.104980
11149, 32.000000, 685.000443, 0.481689, 0.518311, 0.105225
11150, 32.000000, 685.000443, 0.481934, 0.518066, 0.105225
11151, 32.000000, 685.000443, 0.481689, 0.518311, 0.105469
11152, 32.000000, 685.000443, 0.481934, 0.518066, 0.105469
11153, 32.000000, 685.000443, 0.481689, 0.518311, 0.105713
11154, 32.000000, 685.000443, 0.481934, 0.518066, 0.105713
11155, 32.000000, 685.000443, 0.481689, 0.518311, 0.105957
11156, 32.000000, 685.000443, 0.481934, 0.518066, 0.105957
11157, 32.000000, 685.000443, 0.481689, 0.518311, 0.106201
11158, 32.000000, 685.000443, 0.481934, 0.518066, 0.106201
11159, 32.000000, 685.000443, 0.481934, 0.518066, 0.106445
11160, 32.000000, 685.000443, 0.481934, 0.518066, 0.106689
11161, 32.000000, 685.000443, 0.482178, 0.517822, 0.106689
11162, 32.000000, 685.000443, 0.481934, 0.518066, 0.106934
11163, 32.000000, 685.000443, 0.482178, 0.517822, 0.106934
11164, 32.000000, 685.000443, 0.481934, 0.518066, 0.107178
11165, 32.000000, 685.000443, 0.482178, 0.517822, 0.107178
11166, 32.000000, 685.000443, 0.481934, 0.518066, 0.107422
11167, 32.000000, 685.000443, 0.482178, 0.517822, 0.107422
11168, 32.000000, 685.000443, 0.481934, 0.518066, 0.107666
11169, 32.000000, 685.000443, 0.482178, 0.517822, 0.107666
11170, 32.000000, 685.000443, 0.481934, 0.518066, 0.107910
11171, 32.000000, 685.000443, 0.482178, 0.517822, 0.107910
11172, 32.000000, 685.000443, 0.482178, 0.517822, 0.108154
11173, 32.000000, 685.000443, 0.482178, 0.517822, 0.108398
11174, 32.000000, 685.000443, 0.482178, 0.517822, 0.108643
11175, 32.000000, 685.000443, 0.482422, 0.517578, 0.108643
11176, 32.000000, 685.000443, 0.482178, 0.517822, 0.108887
11177, 32.000000, 685.000443, 0.482422, 0.517578, 0.108887
11178, 32.000000, 685.000443, 0.482178, 0.517822, 0.109131
11179, 32.000000, 685.000443, 0.482422, 0.517578, 0.109131
11180, 32.000000, 685.000443, 0.482178, 0.517822, 0.109375
11181, 32.000000, 685.000443, 0.482422, 0.517578, 0.109375
11182, 32.000000, 685.000443, 0.482422, 0.517578, 0.109619
11183, 32.000000, 685.000443, 0.482422, 0.517578, 0.109863
11184, 32.000000, 685.000443, 0.482422, 0.517578, 0.110107
11185, 32.000000, 685.000443, 0.482422, 0.517578, 0.110352
11186, 32.000000, 685.000443, 0.482422, 0.517578, 0.110596
11187, 32.000000, 685.000443, 0.482422, 0.517578, 0.110840
11188, 32.000000, 685.000443, 0.482666, 0.517334, 0.110840
11189, 32.000000, 685.000443, 0.482666, 0.517334, 0.111084
11190, 32.000000, 685.000443, 0.482666, 0.517334, 0.111328
11191, 32.000000, 685.000443, 0.482666, 0.517334, 0.111572
11192, 32.000000, 685.000443, 0.482666, 0.517334, 0.111816
11193, 32.000000, 685.000443, 0.482666, 0.517334, 0.112061
11194, 32.000000, 685.000443, 0.482666, 0.517334, 0.112305
11195, 32.000000, 685.000443, 0.482910, 0.517090, 0.113037
11196, 32.000000, 685.000443, 0.482910, 0.517090, 0.113281
11197, 32.000000, 685.000443, 0.482910, 0.517090, 0.113525
